text,label
"پذیرش در دانشگاههای ترکیه چه رشته‌های پزشکی و چه رشته‌های غیر پزشکی و اخذ اقامت کشور ترکیه بدون نیاز به هر گونه آزمون ورودی ، خرید تضمینی آزمون آیلتس با نمره‌ی دلخواه ، خرید هرگونه ملک مسکونی و تجاری و سرمایه گزاری در کشور ترکیه ، کسب تضمینی نمره‌ی قبولی در آزمون زبان ترکی استانبولی ، نمایندگی رسمی دانشگاه روملی استانبول در ایران جهت کسب اطلاعات بیشتر از طریق دایرکت اینستا با ما در ارتباط باشید ترکیه اپلای آیلتس اعزامدانشجو دانشجوی خارج ازکشور داروسازی دندانپزشکی پذیرش بدون آزمون
",0
"‌ای جان عزیز دلم
",1
"برا این پیام گذاشتی ولی برا حادثه تروریسای اهواز پیام هنوز نزاشتی
",0
"من اهل اصفهان ولی شما فرشته اسمانی
",1
"اخبار می‌گه ؛ تلاش ناکام ترویست‌هابی‌وجدان ، حدود نفر کشته شدن ، دیگه قراره چی بشه نکنه منظورتون از ناکام ، ترور نشدن یک شخصیت خاص بوده
",0
"نرگس جون تو آیت خدایی برا اینکه نشون بده ما را به حال خودمون واگذار نکرده هنوز انسانیت و عشق هست زمین با وجود آدمایی مثه تو زیباتر‌شده‌من تومن ریختم دوتا درخت یکی به نام خودم یکی عشقم به امید روزی که زیر سایه همین درختا خانواده‌ها دور هم جمع بشند و لذت ببرند
",1
"اون وقتی که رای دادین حالام چوبشو بخورید همینه که هست رای دادین پاشم وایسید اعتراض ممنوع
",0
"ما عاشق به دنیا آمدیم اون عشق بچگیه درونمون را دوباره زنده کنیم
",1
"اینقد ما خوزستانیا به پشمتیم که حتی عزای عمومی هم اعلام نکردی واسمون این ته نامردیه
",0
"انسانیت همیشه زیباست
",1
"اگه بدونم چه خصومتی با ما خوزستانیا داری
",0
"عزیز دلم خیلی خوش حالم از اهنگ من استفاده کردی
",1
"صلح کن با امریکا
",0
"عزیزم تا میتونی دور باش از سیاست تو همین الانم مسئول مایی ریس جمهور مایی تصورش قشنگتره دور باشو عزیز
",1
"بدبخت از دست روحانی تو گور هم راحت نیست
",0
"خدا قوت عزیزم
",1
"خدا کنه خرید سربازی تمدید بشه شوهر منم بتونه بخره
",0
"عزیز دلی ، دوست داشتنی
",1
"قسم میخورم سر سوزنی برات مهم نیس فقط خواستی بگی مردمی هستی ی تسلیت نوشتی الکی
",0
"خدا مهربونه و شما نشونه‌ای از مهربونی خدایی ، شما رو خواهر خودم میدونم و بهت افتخار میکنم
",1
"سلام مردم ایران هرکه میخواهد بدون چه بلای سر مردم امده بیاد رفسنجان خانه من حمیدپور بدی
",0
"سلام نرگس جان افرین به این همت و به این افکار زیبا
",1
"تا امریکا بخواهد به ما حمله کند از گرسنگی جون دادیم عزیزم
",0
"فرشته نجات بچه‌های دنیایی شما
",1
"بس کن ول کن برو دیگ لاشی
",0
"تموم این شور و شوق زندگی بخاطر وجود شماست نرگس عزیز‌ان شائالله سلامت باشید همیشه
",1
"اقای روحانی بفکر ما باش جونیمون داره میسوزه
",0
"ایده‌ی ایشون عالیه و منو خیلیای دیگه هم حاضریم کمک کنیم شغلهایی ایجاد کنید که به معرفی کرمانشاه و اقوام ساکن اون بصور اصیل و فرهنگی بپردازه و مطمئنم مردم از گوشه و کنار کشور و حتی دنیا برای شنیدن داستان این منطقه به اونجا سفر میکنن
",1
"روحش شاد ویادش کرامی باد سباس
",0
"همیشه میگم نرگس عزیز مرسی که خودتی
",1
"مگه تو آخوند
",0
"مرد تویی فداکار تویی ایشالا امام حسین هرچی تو دلته بهت بده تو این مملکت تو شدی مثل فرشته نجات واسه کرمانشاهیا کاش اونایی که دارن میلیاردی حقوق میگرن و رییس‌جمهور و هرچی دیگه هستن از تو یاد میگرفتن
",1
"مگه تو آخونده گدا هنرم حالیت میشه
",0
"با سلام و خسته نباشی عزیز نیازی به پاسخ نیس پاسخم رو گرفتم درود بر تو با نو
",1
"و در همان روز کارگردان کیف انگلیسی فوت کرد و دریغ از تسلیت چرا چون حال و روز این روزهای کشورمونو چندین سال پیش به تصویر کشیده بود
",0
"افرین دقیقان
",1
"تا الانشم همینکارو کرده ک حال و روزمون همینه
",0
"نرگس عزیز به سیستان هم برو
",1
"بله فرمودید هوا نداریم هواتو داریم خون باید گریست برای هم خونهای خوزستانیمون
",0
"نرگس جان دوست دارم و تو بی‌نظیری دختر روزی هزار بار خدا رو شکر برای حضور تو برای ما و خدا روشکر برای مهربونی بی‌اندازه تو دوست دارم دوست دارم
",1
"کی بشه برای تو بنویسم تو روحت
",0
"نرگس عزیزم ممنون که هستی تو خود عشق ونمونه‌ی کامل یک انسانی تو نماینده‌ی خدا در روی زمینی
",1
"از دست شما‌ها افتاد مرد دگ
",0
"سلاااام مهربااااااانعااااااالی وزیباااااااابینظیربهترین خوشیهای روزگاروووبراتونخواستارم تولحظهلحظه زندگیتووووون . . . . . ، ، . . ، ، . . ، ، . . ، ، . . ، ، . . ، ، . . ، ، . . ، ، . . ، ، . . ، ، .
",1
"کی ازقیمت گوجه خبرداره
",0
"و این شادی رو شما بر چهره‌اش هدیه کردی که خدای مهربون تو رو همیشه شاد کند
",1
"نود و پنج سالش‌بود کس نگو
",0
"ما هم امیدواریم و دعا می‌کنیم ، نرگس عزیز حالا که مردم به شما اینقدر اطمینان دارن و تو خودتو ثابت کردی پس میتونیم با کمک هم کارهای بزرگتری انجام بدیم ، به امید اون روز
",1
"عجب
",0
"قطعا تو فرشته‌ایی و از جتس آدما نیستی ، خیلی وقته آدمی مثل تو نیست حتی خود ماها خدا به ما کمک کنه مثل تو باشیم اونجوری دیگه هیچ ظلم و بدی و جنگی هم نبود
",1
"تا وقتی که ایشون زنده بودن چه غلطی کردی برای معیشت هنرمندان مطمئن باش هیشکی از تو خوشش نمیاد وقتت رو بیهوده تلف نکن
",0
"مهربان بانو ، تنت همیشه سلامت ، روحت سلامت‌تر ، نازنینم
",1
"‌ای کاش تشکراتتون هم قبل تحریم امریکاوجهان میدیدم باشماهام
",0
"نرگس جانم نرگس عزیزم هر وقت پستا و کامتای شما رو میخونم اشک بی‌اختیار و بی‌وقفه از چشمام سرازیر میشه ارزومه یه روز بغلت کنم و دستتو ببوسم میشه بگی مزار پدر مادرت کجای اصفهانه روحشون شاد جاشون بهشت باشه با این هدیه‌ای که به دنیا اوردن واسه ما خدا جونم مرسی ازت که نرگسو افریدی
",1
"نکنه اینم گفته‌بود روحانی رای نیاره ازایران میره
",0
"عزیزدل مهربون
",1
"بیشور
",0
"منم خیلی دوست دارم ی نرگس شوم ولی همیشه بهانه تراشی میکنم خیلی دوست دارم کنار شما کارکنم ولی نمیدونم چطوری میتونم شما یک فرشته‌ای که درقالب یک انسان شکل گرفته
",1
